ID,Usia,Pendapatan,Gender,Status_Pekerjaan,Pendidikan,Jml_Keluarga,Transaksi_BulanIni,Status_Kesehatan,Tingkat_Konsumsi
6164,69,87547784.78781913,L,Pelajar,D3,3,5,Sakit Ringan,Rendah
6165,39,90930713.5704543,L,Wiraswasta,S1,1,16,Sakit Ringan,Sedang
6166,38,117136512.67109416,P,Wiraswasta,D3,4,13,Sakit Berat,Sedang
6167,50,35700344.99151009,L,Pelajar,S3,1,9,Sehat,Rendah
6168,69,152983512.17289466,P,Pegawai Negeri,S1,6,18,Sakit Ringan,Sedang
6169,55,92307716.01440121,L,Pegawai Negeri,SMA,4,2,Sakit Berat,Sedang
6170,32,106471475.87641764,L,Pelajar,S1,6,9,Sakit Ringan,Sedang
6171,63,195373951.1938337,P,Pekerja Swasta,S3,5,13,Sakit Berat,Tinggi
6172,69,81986039.89728573,P,Pekerja Swasta,SMA,4,14,Sehat,Tinggi
6173,32,136679408.47530657,L,Wiraswasta,S3,3,15,Sakit Ringan,Tinggi
6174,63,90650777.11324592,L,Pekerja Swasta,S1,5,5,Sakit Ringan,Rendah
6175,42,180970889.36306205,P,Pekerja Swasta,S3,2,13,Sehat,Rendah
6176,38,172416128.0591071,L,Pekerja Swasta,S1,3,3,Sehat,Sedang
6177,41,63492368.917229176,L,Pelajar,SMA,3,12,Sehat,Tinggi
6178,22,144514228.2699621,L,Pelajar,S1,6,7,Sakit Berat,Rendah
6179,23,31730959.261497263,L,Pegawai Negeri,S3,3,8,Sakit Ringan,Sedang
6180,66,193373370.11538023,P,Wiraswasta,S3,1,20,Sakit Berat,Sedang
6181,60,82818219.44254836,L,Pegawai Negeri,S3,1,10,Sehat,Rendah
6182,65,169731699.06525806,P,Pekerja Swasta,D3,2,4,Sakit Ringan,Sedang
6183,61,77317645.89391579,P,Pekerja Swasta,D3,1,4,Sehat,Tinggi
6184,64,133898733.41543697,L,Pegawai Negeri,D3,3,17,Sehat,Sedang
6185,40,197046342.55717972,P,Pegawai Negeri,S2,6,15,Sakit Berat,Rendah
6186,21,177814975.36369345,L,Pelajar,S1,4,18,Sakit Berat,Tinggi
6187,44,48865863.78288333,L,Pelajar,D3,2,8,Sakit Ringan,Tinggi
6188,35,118547917.96690483,P,Wiraswasta,S3,2,10,Sakit Berat,Tinggi
6189,38,82735720.78064424,P,Pelajar,S3,3,10,Sakit Ringan,Rendah
6190,45,98180993.29669252,P,Pekerja Swasta,D3,5,13,Sehat,Rendah
6191,52,80332963.25937834,L,Pekerja Swasta,D3,1,9,Sakit Ringan,Sedang
6192,39,80472664.67519236,L,Pegawai Negeri,S3,5,8,Sehat,Sedang
6193,57,117659583.87979005,L,Wiraswasta,D3,3,4,Sakit Berat,Sedang
6194,40,54553521.642167464,P,Pelajar,S2,5,10,Sehat,Sedang
6195,20,116731176.54200564,P,Wiraswasta,S2,3,8,Sakit Berat,Rendah
6196,57,70213778.69569416,P,Pekerja Swasta,S2,1,12,Sakit Ringan,Sedang
6197,67,72016922.76352394,P,Pekerja Swasta,SMA,1,18,Sakit Ringan,Rendah
6198,27,152974645.22641212,P,Pelajar,S2,2,7,Sakit Ringan,Sedang
6199,42,25326848.640788443,L,Pelajar,S3,5,3,Sehat,Tinggi
6200,69,88570237.28128527,L,Pelajar,SMA,5,11,Sakit Berat,Sedang
6201,66,93356188.42765611,P,Pegawai Negeri,S3,5,6,Sakit Ringan,Sedang
6202,25,107319825.14927109,P,Pekerja Swasta,S3,5,7,Sehat,Rendah
6203,28,140421984.45131695,P,Pegawai Negeri,D3,6,18,Sehat,Sedang
6204,22,86543620.89267558,P,Pekerja Swasta,S1,4,7,Sehat,Rendah
6205,62,58364678.77516191,L,Pelajar,S2,2,18,Sakit Ringan,Rendah
6206,70,179277111.29833555,P,Pekerja Swasta,S1,2,3,Sehat,Sedang
6207,54,196586952.80261815,P,Pekerja Swasta,S1,4,9,Sakit Berat,Rendah
6208,62,23602644.771127906,P,Wiraswasta,D3,6,14,Sakit Berat,Sedang
6209,55,118364033.18012562,L,Pekerja Swasta,S1,5,7,Sakit Ringan,Rendah
6210,46,81506428.23965567,L,Pekerja Swasta,S2,4,14,Sehat,Rendah
6211,22,69858123.56969766,P,Wiraswasta,SMA,6,15,Sakit Ringan,Tinggi
6212,26,80427150.3565884,L,Pelajar,S3,5,20,Sehat,Tinggi
6213,65,134997996.1567161,P,Wiraswasta,S2,4,6,Sakit Ringan,Rendah
6214,19,54328881.84136308,P,Pelajar,D3,2,7,Sakit Ringan,Rendah
6215,18,184314928.09843105,P,Pelajar,SMA,4,12,Sakit Berat,Rendah
6216,57,103900614.48910564,L,Pelajar,D3,6,12,Sehat,Rendah
6217,68,78603829.9668791,P,Pekerja Swasta,S2,3,1,Sakit Berat,Sedang
6218,47,157795639.67856783,P,Wiraswasta,S3,5,19,Sakit Berat,Sedang
6219,28,22942399.742514677,L,Wiraswasta,S1,4,14,Sehat,Sedang
6220,45,97733515.83284663,L,Wiraswasta,S1,5,5,Sakit Ringan,Tinggi
6221,61,83954648.18022138,P,Wiraswasta,D3,1,17,Sehat,Sedang
6222,29,80877783.79815221,P,Pegawai Negeri,SMA,5,6,Sehat,Rendah
6223,56,80672845.17630497,L,Pekerja Swasta,S3,4,1,Sakit Berat,Tinggi
6224,43,25628847.994508132,L,Pegawai Negeri,D3,5,1,Sakit Berat,Rendah
6225,30,47380952.54159116,L,Pekerja Swasta,S3,6,0,Sehat,Sedang
6226,25,45539328.676234595,P,Wiraswasta,D3,3,13,Sehat,Tinggi
6227,45,197949890.86751398,P,Pegawai Negeri,SMA,3,1,Sakit Ringan,Rendah
6228,47,23989836.060310118,L,Pelajar,S2,4,9,Sakit Berat,Rendah
6229,26,50073258.143359676,L,Wiraswasta,S1,4,3,Sakit Berat,Rendah
6230,56,195351411.55856544,P,Wiraswasta,S3,5,3,Sakit Berat,Sedang
6231,48,133086186.88580078,L,Pelajar,S3,2,6,Sehat,Sedang
6232,38,101120081.70921163,P,Wiraswasta,SMA,3,19,Sehat,Rendah
6233,64,34176967.94834658,P,Pekerja Swasta,S3,3,4,Sakit Ringan,Sedang
6234,51,140539009.0939178,P,Wiraswasta,S2,1,11,Sakit Berat,Rendah
6235,48,44804537.782628216,L,Pekerja Swasta,S2,1,11,Sakit Berat,Rendah
6236,69,140813501.9886527,P,Pekerja Swasta,SMA,2,5,Sakit Ringan,Sedang
6237,42,196251769.4960105,L,Wiraswasta,D3,3,17,Sakit Ringan,Rendah
6238,29,115755078.5510515,L,Pelajar,D3,4,1,Sakit Ringan,Rendah
6239,18,58535237.81047894,L,Pekerja Swasta,S3,3,18,Sakit Berat,Rendah
6240,39,132551075.15832767,L,Pegawai Negeri,S3,4,15,Sakit Berat,Rendah
6241,57,112327343.80243093,P,Pekerja Swasta,SMA,4,1,Sakit Berat,Rendah
6242,54,115965247.44991629,P,Pelajar,S2,2,16,Sakit Berat,Rendah
6243,64,106059250.30159943,P,Wiraswasta,SMA,3,19,Sakit Ringan,Tinggi
6244,18,141273303.36384004,L,Pelajar,D3,5,6,Sakit Ringan,Tinggi
6245,18,122950165.23326036,P,Pelajar,S2,3,20,Sakit Ringan,Rendah
6246,59,197659113.94178712,P,Wiraswasta,S3,3,6,Sakit Berat,Rendah
6247,59,168655415.7876174,P,Pegawai Negeri,D3,6,11,Sakit Ringan,Rendah
6248,38,67645707.98798119,P,Pegawai Negeri,S1,1,10,Sakit Berat,Sedang
6249,32,150636173.94289523,L,Pekerja Swasta,D3,2,16,Sakit Ringan,Sedang
6250,34,58574062.889252216,L,Pekerja Swasta,S2,5,10,Sakit Ringan,Tinggi
6251,39,160822353.45465043,P,Pegawai Negeri,S2,5,7,Sehat,Tinggi
6252,55,46560375.19592159,L,Wiraswasta,SMA,5,5,Sakit Berat,Tinggi
6253,52,105239690.03850286,L,Pelajar,S2,4,5,Sakit Berat,Sedang
6254,62,162309115.69509342,L,Wiraswasta,S1,2,14,Sehat,Tinggi
6255,33,70420286.41518177,P,Pelajar,S1,1,19,Sehat,Rendah
6256,25,170681442.52369934,P,Pelajar,S2,4,11,Sakit Berat,Tinggi
6257,64,135947127.62611496,L,Pegawai Negeri,S3,5,8,Sehat,Tinggi
6258,34,91554019.23929885,L,Pegawai Negeri,S2,4,12,Sakit Berat,Rendah
6259,34,96215007.67512894,L,Wiraswasta,S3,4,14,Sehat,Rendah
6260,43,186678476.10557395,L,Pelajar,S2,6,14,Sakit Berat,Tinggi
6261,30,59202380.00222827,P,Wiraswasta,D3,5,12,Sehat,Sedang
6262,34,144805270.73144782,L,Pekerja Swasta,S2,5,8,Sakit Berat,Tinggi
6263,55,147312957.03347638,P,Pegawai Negeri,D3,1,10,Sakit Ringan,Sedang
6264,34,186040944.7730546,L,Pegawai Negeri,S3,2,10,Sehat,Sedang
6265,65,148369568.37632132,P,Pelajar,S2,3,8,Sakit Ringan,Rendah
6266,31,125204135.2505075,L,Pegawai Negeri,S3,3,16,Sehat,Sedang
6267,62,182454057.0229327,P,Wiraswasta,S1,6,20,Sehat,Tinggi
6268,23,169243765.33671165,P,Pelajar,SMA,3,5,Sakit Berat,Sedang
6269,52,149019761.87016073,L,Pelajar,S3,1,4,Sakit Berat,Sedang
6270,63,25864108.830591407,L,Pekerja Swasta,D3,4,20,Sakit Berat,Tinggi
6271,31,87233675.28326505,P,Wiraswasta,SMA,5,2,Sakit Berat,Rendah
6272,64,133740140.99633378,P,Pelajar,S2,2,5,Sehat,Sedang
6273,25,114005094.3842177,L,Pegawai Negeri,D3,3,16,Sakit Berat,Tinggi
6274,32,77477298.7696119,L,Pegawai Negeri,SMA,6,10,Sehat,Sedang
6275,44,45996304.791759774,L,Pelajar,SMA,2,3,Sakit Berat,Sedang
6276,30,119539384.88400589,L,Pegawai Negeri,S3,2,11,Sehat,Sedang
6277,66,71465163.65519834,P,Pelajar,S2,5,9,Sakit Ringan,Sedang
6278,48,61940088.16561934,P,Pelajar,S2,6,16,Sakit Berat,Tinggi
6279,70,91812480.86988804,P,Pelajar,S2,1,5,Sakit Berat,Sedang
6280,52,161388457.97856835,L,Pegawai Negeri,S3,5,17,Sakit Berat,Tinggi
6281,23,107813630.42593619,L,Pegawai Negeri,S3,6,20,Sakit Berat,Rendah
6282,22,58968597.88976059,L,Wiraswasta,S2,1,18,Sakit Berat,Rendah
6283,39,41042565.61040871,P,Pekerja Swasta,SMA,6,14,Sakit Ringan,Rendah
6284,66,109817707.479464,L,Pegawai Negeri,S2,4,11,Sehat,Tinggi
6285,40,162985951.71600223,P,Pelajar,S3,2,18,Sehat,Tinggi
6286,42,137507244.25770926,L,Pegawai Negeri,S2,3,4,Sakit Berat,Tinggi
6287,51,61786798.42578494,P,Pegawai Negeri,S3,2,17,Sakit Ringan,Rendah
6288,43,98607185.42410861,P,Pelajar,S2,5,11,Sakit Berat,Sedang
6289,64,173941465.4019324,P,Wiraswasta,SMA,6,14,Sakit Berat,Tinggi
6290,22,51978063.41351101,L,Pelajar,SMA,6,9,Sakit Berat,Rendah
6291,43,115774502.72292148,L,Wiraswasta,S3,1,18,Sakit Berat,Tinggi
6292,37,84121671.57695147,L,Pegawai Negeri,S3,4,8,Sehat,Tinggi
6293,23,42352355.869313486,L,Pelajar,D3,4,5,Sakit Berat,Rendah
6294,23,28982705.76396168,P,Pegawai Negeri,S1,1,13,Sakit Berat,Tinggi
6295,67,120056849.23624314,P,Pelajar,D3,1,0,Sakit Berat,Tinggi
6296,35,23734797.273268208,L,Pegawai Negeri,S3,1,0,Sakit Berat,Tinggi
6297,21,38620301.00472829,L,Pegawai Negeri,S3,4,10,Sakit Ringan,Rendah
6298,34,82561570.60911343,L,Pegawai Negeri,S2,2,2,Sakit Ringan,Rendah
6299,31,27833633.364037294,L,Pelajar,D3,2,20,Sehat,Tinggi
6300,31,92080140.76133928,P,Wiraswasta,S1,6,4,Sakit Ringan,Rendah
6301,30,43465704.35184038,L,Pegawai Negeri,D3,6,7,Sakit Ringan,Tinggi
6302,24,82977156.3260277,P,Pelajar,SMA,4,17,Sakit Ringan,Tinggi
6303,61,162408743.67621228,P,Pelajar,SMA,3,4,Sehat,Tinggi
6304,32,132745582.00579844,P,Pegawai Negeri,D3,5,11,Sakit Ringan,Tinggi
6305,36,100172194.00175165,L,Pegawai Negeri,D3,4,17,Sehat,Sedang
6306,60,36529995.413928874,L,Wiraswasta,S3,3,20,Sehat,Sedang
6307,64,131446938.67665195,L,Pegawai Negeri,S2,5,11,Sakit Ringan,Tinggi
6308,61,49467737.45162906,L,Wiraswasta,SMA,2,20,Sakit Berat,Tinggi
6309,52,33785541.895090684,P,Pekerja Swasta,S1,1,7,Sakit Berat,Rendah
6310,34,139519283.1427294,L,Pelajar,S2,6,8,Sakit Berat,Tinggi
6311,52,184170781.60778135,P,Wiraswasta,D3,5,14,Sakit Ringan,Rendah
6312,36,102906818.61869402,L,Pegawai Negeri,SMA,6,2,Sakit Berat,Sedang
6313,37,27379263.909460526,P,Wiraswasta,D3,1,14,Sakit Ringan,Sedang
6314,53,178453589.13533738,P,Pegawai Negeri,SMA,3,3,Sakit Ringan,Rendah
6315,52,32055277.902243335,P,Wiraswasta,S1,6,15,Sakit Ringan,Tinggi
6316,49,176152383.68628567,L,Pelajar,S2,4,18,Sehat,Rendah
6317,65,90527487.18012759,P,Wiraswasta,S1,4,17,Sakit Ringan,Sedang
6318,61,85771016.95215614,P,Pekerja Swasta,S1,1,15,Sehat,Tinggi
6319,57,117703528.30216132,L,Pelajar,S2,5,11,Sehat,Tinggi
6320,41,192275267.1399594,P,Wiraswasta,S2,5,11,Sakit Ringan,Tinggi
6321,34,181773298.11547607,L,Pekerja Swasta,S1,6,3,Sehat,Sedang
6322,24,104659415.89485809,L,Pekerja Swasta,D3,3,14,Sehat,Tinggi
6323,60,145248181.58428735,P,Wiraswasta,S2,4,18,Sakit Ringan,Sedang
6324,67,124477265.42181422,P,Pelajar,S1,1,17,Sakit Ringan,Sedang
6325,18,144823084.23137015,L,Wiraswasta,S1,2,10,Sakit Berat,Sedang
6326,52,169278942.81117746,P,Pelajar,S1,6,14,Sehat,Rendah
6327,49,26208889.196346894,L,Pelajar,D3,4,15,Sakit Ringan,Sedang
6328,53,78636773.70702156,L,Wiraswasta,S3,4,10,Sakit Ringan,Sedang
6329,30,192679239.4820961,P,Pekerja Swasta,S3,3,10,Sakit Ringan,Rendah
6330,23,190880535.53448635,L,Pelajar,S2,4,20,Sakit Ringan,Tinggi
6331,31,22019760.19594325,P,Pegawai Negeri,S3,3,12,Sakit Ringan,Rendah
6332,54,56259223.38602593,P,Pegawai Negeri,SMA,3,6,Sehat,Tinggi
6333,65,198878607.6219853,L,Pekerja Swasta,S2,2,14,Sehat,Rendah
6334,32,108708513.66190746,P,Pekerja Swasta,S2,6,16,Sakit Ringan,Tinggi
6335,64,123115880.71403347,P,Wiraswasta,S1,5,12,Sakit Berat,Rendah
6336,21,49955633.39404145,P,Pelajar,SMA,4,3,Sakit Berat,Rendah
6337,57,180980409.5765353,P,Wiraswasta,S3,3,0,Sehat,Sedang
6338,33,61627573.93684032,P,Pegawai Negeri,S2,3,11,Sakit Ringan,Tinggi
6339,45,54136573.403516576,P,Pegawai Negeri,SMA,5,3,Sehat,Rendah
6340,33,61062032.597659074,L,Pelajar,D3,5,0,Sakit Ringan,Rendah
6341,21,185531906.47538158,P,Pelajar,D3,3,5,Sakit Ringan,Tinggi
6342,62,146512407.29183286,L,Pegawai Negeri,S1,4,10,Sakit Berat,Rendah
6343,43,158347351.00824952,L,Wiraswasta,SMA,6,20,Sakit Ringan,Rendah
6344,45,87866544.4731655,P,Pelajar,S2,4,17,Sakit Ringan,Sedang
6345,49,183651862.68750104,P,Wiraswasta,D3,6,17,Sakit Ringan,Sedang
6346,62,162093431.42109016,L,Pelajar,D3,4,19,Sakit Ringan,Tinggi
6347,19,155107525.25131783,L,Pekerja Swasta,S3,5,5,Sehat,Tinggi
6348,48,194769251.0611313,P,Wiraswasta,S3,4,13,Sakit Ringan,Sedang
6349,20,85915429.54280275,L,Pegawai Negeri,SMA,6,5,Sakit Berat,Rendah
6350,25,129975256.42325862,L,Pekerja Swasta,S3,4,14,Sehat,Rendah
6351,41,183787345.81589893,P,Wiraswasta,SMA,4,0,Sakit Berat,Sedang
6352,32,162360009.77347144,L,Pelajar,S2,5,16,Sakit Ringan,Rendah
6353,60,121408212.4806107,L,Pegawai Negeri,S2,1,11,Sakit Berat,Tinggi
6354,48,33718463.26043579,P,Pelajar,S2,1,2,Sehat,Sedang
6355,26,137490219.12002116,P,Wiraswasta,S3,4,1,Sakit Berat,Rendah
6356,56,114780000.23621339,P,Pekerja Swasta,S3,1,5,Sakit Ringan,Rendah
6357,62,53152483.06723276,P,Wiraswasta,S1,4,4,Sakit Ringan,Tinggi
6358,19,178805562.20166755,L,Pegawai Negeri,D3,5,7,Sakit Berat,Tinggi
6359,25,81784747.08177379,L,Pekerja Swasta,S2,4,1,Sakit Ringan,Tinggi
6360,24,89746380.83311345,L,Pegawai Negeri,S3,2,11,Sehat,Tinggi
6361,61,141032278.7833539,L,Pelajar,D3,3,6,Sehat,Sedang
6362,68,107983773.56742337,L,Pekerja Swasta,S2,5,13,Sehat,Sedang
6363,56,36070593.73024689,P,Wiraswasta,S2,6,9,Sakit Berat,Sedang
6364,59,89739491.12394226,L,Pelajar,D3,2,19,Sakit Berat,Rendah
6365,33,37003901.22888196,L,Pelajar,D3,2,13,Sehat,Rendah
6366,52,54335072.562208615,P,Wiraswasta,S3,3,10,Sakit Berat,Rendah
6367,47,21291398.903081693,L,Pelajar,D3,2,18,Sehat,Rendah
6368,27,52636354.66723919,L,Pegawai Negeri,D3,3,0,Sakit Ringan,Rendah
6369,55,79480523.71970496,P,Wiraswasta,S3,4,1,Sakit Berat,Sedang
6370,35,116879318.07181303,P,Pelajar,S2,5,2,Sehat,Tinggi
6371,67,185469898.0128918,L,Pekerja Swasta,D3,5,4,Sehat,Sedang
6372,22,117258836.10356994,P,Wiraswasta,S1,5,10,Sehat,Tinggi
6373,70,147008637.4455815,L,Wiraswasta,SMA,3,18,Sakit Berat,Tinggi
6374,46,84381876.43503936,L,Pelajar,D3,3,6,Sakit Ringan,Sedang
6375,56,155293542.84210813,P,Wiraswasta,D3,2,15,Sakit Berat,Tinggi
6376,51,131684374.28926593,L,Wiraswasta,SMA,5,19,Sehat,Tinggi
6377,60,102762922.38947502,P,Wiraswasta,S1,2,7,Sakit Berat,Rendah
6378,62,54878383.08042064,P,Wiraswasta,S2,4,3,Sakit Ringan,Rendah
6379,40,74637363.4395138,L,Wiraswasta,S1,2,11,Sakit Ringan,Tinggi
6380,22,131770295.72763592,L,Wiraswasta,SMA,5,17,Sakit Berat,Tinggi
6381,47,96690138.38562313,P,Pegawai Negeri,D3,3,13,Sakit Ringan,Tinggi
6382,23,180089580.21482933,P,Pelajar,S2,2,16,Sakit Berat,Sedang
6383,63,62271248.87640535,P,Pegawai Negeri,S1,2,11,Sakit Berat,Tinggi
6384,61,33153077.405589014,P,Pelajar,S1,3,8,Sakit Ringan,Tinggi
6385,21,126082743.7709872,L,Wiraswasta,S2,3,15,Sehat,Rendah
6386,46,179489151.23421368,P,Pelajar,S1,5,20,Sakit Berat,Tinggi
6387,40,85653025.29916196,L,Pegawai Negeri,SMA,4,9,Sehat,Tinggi
6388,23,136588040.27626973,P,Pelajar,S2,6,19,Sakit Ringan,Rendah
6389,49,61654271.99188676,P,Wiraswasta,SMA,5,19,Sehat,Tinggi
6390,59,120524945.9010839,L,Wiraswasta,S2,2,10,Sakit Berat,Tinggi
6391,35,161622578.15527758,L,Wiraswasta,SMA,5,8,Sakit Ringan,Sedang
6392,32,176065687.7798031,P,Pegawai Negeri,D3,5,0,Sakit Berat,Tinggi
6393,57,38921443.3734314,L,Pekerja Swasta,D3,3,15,Sakit Ringan,Rendah
6394,49,84147412.93278418,L,Wiraswasta,S1,4,3,Sakit Berat,Tinggi
6395,26,135135999.54845664,L,Wiraswasta,S2,6,7,Sehat,Tinggi
6396,54,26250116.2568574,L,Pelajar,S2,4,1,Sakit Berat,Tinggi
6397,27,144310736.02714884,P,Pekerja Swasta,SMA,5,13,Sehat,Tinggi
6398,37,115046098.90468888,L,Pelajar,S1,3,8,Sakit Berat,Rendah
6399,23,71941930.25960475,P,Pegawai Negeri,S1,3,13,Sakit Berat,Rendah
6400,65,166637801.1069291,P,Pekerja Swasta,S2,2,13,Sakit Berat,Tinggi
6401,20,72209128.21323952,P,Wiraswasta,D3,1,20,Sakit Berat,Tinggi
6402,59,198454708.3166846,P,Pekerja Swasta,S2,2,11,Sakit Berat,Rendah
6403,28,166946634.04040125,L,Wiraswasta,S2,6,10,Sakit Ringan,Sedang
6404,60,147436490.2489558,P,Pegawai Negeri,S3,2,0,Sehat,Tinggi
6405,34,31042560.43327628,P,Pelajar,SMA,2,0,Sehat,Tinggi
6406,49,182775866.95770922,L,Pegawai Negeri,SMA,1,10,Sakit Ringan,Rendah
6407,21,162209955.03275916,L,Pegawai Negeri,S3,3,19,Sakit Berat,Tinggi
6408,21,61224514.27252441,L,Wiraswasta,S1,3,14,Sehat,Tinggi
6409,34,90604672.63884002,P,Pelajar,SMA,4,20,Sakit Ringan,Tinggi
6410,58,68353679.29144572,L,Pegawai Negeri,S1,4,8,Sakit Ringan,Tinggi
6411,36,197194886.15259197,P,Pekerja Swasta,D3,5,19,Sakit Ringan,Rendah
6412,22,173755360.0650007,P,Pegawai Negeri,S1,6,20,Sehat,Tinggi
6413,49,187440554.48511845,P,Wiraswasta,SMA,5,16,Sakit Ringan,Sedang
6414,39,161979362.54757738,L,Pekerja Swasta,S1,5,9,Sakit Ringan,Rendah
6415,23,102142683.39264455,P,Pekerja Swasta,D3,4,14,Sehat,Rendah
6416,52,56978164.96664331,P,Pelajar,S3,4,11,Sakit Ringan,Sedang
6417,39,57454428.243752085,L,Pekerja Swasta,SMA,2,4,Sehat,Sedang
6418,18,47302912.70600186,P,Pekerja Swasta,D3,3,13,Sakit Berat,Tinggi
6419,37,118396919.05461146,L,Wiraswasta,S2,4,9,Sehat,Sedang
6420,39,185593974.11545566,L,Pelajar,S3,1,19,Sehat,Tinggi
6421,65,198523652.60823792,L,Pegawai Negeri,S3,2,0,Sakit Berat,Tinggi
6422,28,71713964.00661767,L,Pekerja Swasta,SMA,1,15,Sakit Ringan,Tinggi
6423,30,145516617.2534113,L,Pegawai Negeri,D3,1,3,Sakit Ringan,Rendah
6424,59,127477642.80986801,L,Pegawai Negeri,S2,3,4,Sakit Ringan,Tinggi
6425,20,108008501.037736,P,Pegawai Negeri,D3,1,8,Sehat,Tinggi
6426,26,139838355.88616747,L,Pelajar,S1,1,16,Sakit Berat,Rendah
6427,29,86845343.41641241,P,Pegawai Negeri,SMA,6,5,Sakit Berat,Tinggi
6428,40,190007259.5168209,P,Wiraswasta,S1,1,4,Sakit Ringan,Rendah
6429,31,146980796.18714064,P,Pelajar,S1,1,17,Sakit Ringan,Rendah
6430,50,155756196.55864006,P,Pelajar,S3,2,16,Sakit Ringan,Tinggi
6431,35,63635977.10109331,L,Pelajar,S3,2,20,Sakit Berat,Tinggi
6432,66,50344760.6295715,P,Pelajar,S1,3,10,Sakit Ringan,Tinggi
6433,58,90981342.75697814,L,Pekerja Swasta,D3,3,2,Sakit Berat,Rendah
6434,26,158001047.3605077,P,Pekerja Swasta,SMA,6,5,Sehat,Sedang
6435,40,188983263.75551435,L,Pegawai Negeri,SMA,1,8,Sakit Ringan,Rendah
6436,27,96919368.6753214,L,Pekerja Swasta,D3,5,12,Sehat,Sedang
6437,36,159348222.64948988,P,Pelajar,S1,1,0,Sakit Berat,Sedang
6438,64,104673371.50402571,L,Pegawai Negeri,SMA,1,14,Sehat,Tinggi
6439,22,73141084.91998348,L,Wiraswasta,S3,6,19,Sehat,Rendah
6440,64,153067727.13065258,L,Pekerja Swasta,S2,3,3,Sakit Ringan,Rendah
6441,69,163676384.1166389,L,Pelajar,S3,4,1,Sakit Ringan,Rendah
6442,40,56511342.93452244,P,Pegawai Negeri,D3,3,15,Sakit Berat,Rendah
6443,47,74930510.36815952,P,Pekerja Swasta,S2,2,5,Sakit Berat,Sedang
6444,42,109059831.82525921,P,Pelajar,SMA,3,19,Sakit Berat,Tinggi
6445,45,53573929.35803781,P,Pegawai Negeri,SMA,6,14,Sakit Berat,Sedang
6446,51,187190173.77568266,L,Pekerja Swasta,S2,4,18,Sehat,Sedang
6447,62,126440104.26093471,P,Wiraswasta,SMA,1,6,Sakit Berat,Sedang
6448,65,41816589.92690468,P,Pekerja Swasta,S2,4,10,Sehat,Rendah
6449,64,53125375.64284317,L,Pelajar,S1,6,17,Sakit Berat,Sedang
6450,42,191783962.158472,L,Pelajar,D3,6,7,Sakit Ringan,Rendah
6451,27,152870345.4253913,P,Wiraswasta,S3,3,1,Sakit Berat,Rendah
6452,31,152192915.2108975,P,Wiraswasta,S2,5,11,Sehat,Rendah
6453,59,33049746.920909815,P,Pegawai Negeri,S2,6,7,Sehat,Rendah
6454,63,181153790.78761047,L,Pegawai Negeri,S1,2,0,Sehat,Sedang
6455,47,99872365.26054883,P,Pelajar,S3,6,6,Sehat,Sedang
6456,58,138749118.07518673,L,Pekerja Swasta,S1,4,8,Sehat,Rendah
6457,42,192744059.44052252,L,Wiraswasta,S1,6,8,Sehat,Tinggi
6458,31,38002228.464180246,P,Pegawai Negeri,D3,3,1,Sehat,Rendah
6459,52,106809762.70758417,L,Pelajar,SMA,1,3,Sakit Berat,Sedang
6460,69,28930292.599147722,L,Pelajar,S3,3,13,Sakit Berat,Rendah
6461,65,109918176.19826877,P,Pelajar,S1,6,13,Sakit Berat,Sedang
6462,51,65406693.88776279,L,Wiraswasta,SMA,6,7,Sakit Ringan,Sedang
6463,27,183991795.2692967,L,Wiraswasta,SMA,1,20,Sehat,Tinggi
6464,52,91728648.96915564,L,Wiraswasta,SMA,5,8,Sakit Berat,Sedang
6465,28,134097040.28937425,P,Pekerja Swasta,SMA,2,2,Sakit Ringan,Rendah
6466,28,174851707.66661882,L,Wiraswasta,D3,4,18,Sakit Ringan,Sedang
6467,38,197064534.51509178,L,Pelajar,D3,3,5,Sehat,Rendah
6468,38,110687486.65913828,L,Wiraswasta,S1,3,0,Sakit Ringan,Tinggi
6469,39,102036386.51506206,P,Pekerja Swasta,SMA,4,20,Sakit Berat,Tinggi
6470,62,33633136.15336257,P,Pekerja Swasta,S1,6,17,Sehat,Sedang
6471,24,22293009.800698705,P,Pelajar,S2,1,7,Sakit Berat,Tinggi
6472,34,129584376.64972931,P,Pegawai Negeri,D3,2,6,Sakit Berat,Sedang
6473,19,31783583.38657628,P,Wiraswasta,D3,5,6,Sakit Ringan,Tinggi
6474,29,88468208.66692519,P,Wiraswasta,S3,4,9,Sehat,Sedang
6475,59,20649158.49916307,P,Pekerja Swasta,S2,2,3,Sakit Ringan,Sedang
6476,35,130740949.81382073,L,Pekerja Swasta,D3,3,17,Sakit Ringan,Rendah
6477,28,96574728.87928931,L,Pegawai Negeri,SMA,2,18,Sakit Berat,Sedang
6478,33,42863738.56153181,P,Pekerja Swasta,SMA,6,9,Sakit Berat,Rendah
6479,66,73346169.23134798,P,Pekerja Swasta,SMA,5,19,Sakit Ringan,Sedang
6480,68,122538925.81494641,P,Pekerja Swasta,S1,2,18,Sakit Berat,Sedang
6481,35,138208406.24179587,L,Pekerja Swasta,D3,6,2,Sakit Ringan,Sedang
6482,52,103220458.33942042,L,Pegawai Negeri,S1,3,16,Sehat,Tinggi
6483,70,164712640.89637026,L,Wiraswasta,D3,5,0,Sakit Berat,Tinggi
6484,43,40239274.106537424,L,Wiraswasta,S3,5,7,Sakit Berat,Sedang
